"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"68F9QYGH","journalArticle","1998","Gilardi, James D.; Munn, Charles A.","Patterns of Activity, Flocking, and Habitat Use in Parrots of the Peruvian Amazon","The Condor","","00105422, 1938-5129","10.2307/1369745","https://academic.oup.com/condor/article/100/4/641-653/5126022","","1998-11","2025-05-04 22:25:53","2025-05-04 22:25:53","2025-05-04 22:25:53","641-653","","4","100","","The Condor","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LKGUDAT4","journalArticle","1994","Adriance, Madeleine","Base Communities and Rural Mobilization in Northern Brazil","Sociology of Religion","","10694404","10.2307/3711855","https://academic.oup.com/socrel/article-lookup/doi/10.2307/3711855","","1994","2025-05-04 22:25:54","2025-05-04 22:25:54","2025-05-04 22:25:54","163","","2","55","","Sociology of Religion","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XBGFL3KL","journalArticle","2006","Pujol‐Luz, José R.; Marques, Helder; Ururahy‐Rodrigues, Alexandre; Rafael, José Albertino; Santana, Fernando H.A.; Arantes, Luciano C.; Constantino, Reginaldo","A Forensic Entomology Case from the Amazon Rain Forest of Brazil","Journal of Forensic Sciences","","0022-1198, 1556-4029","10.1111/j.1556-4029.2006.00217.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1556-4029.2006.00217.x","ABSTRACT:               The first case of application of forensic entomology in the Brazilian Amazonia is described. The corpses of 26 men were found in the rainforest in Rondonia State, Brazil. Fly larvae collected on the bodies during autopsy were identified as               Paralucilia fulvinota               (Diptera, Calliphoridae). No data or specimens were collected at the crime scene. At the laboratory, the larvae developed into pupae in 58 h and into adults in 110.5 h. The total development time for               P. fulvinota               was measured in field experiments inside the forest. The age of the larvae when collected from the bodies was estimated as the difference between the time required for them to become adults and the total development time for this species. The estimated age of the maggots and the minimum postmortem interval was 5.7 days.","2006-09","2025-05-04 22:25:55","2025-05-04 22:25:55","2025-05-04 22:25:55","1151-1153","","5","51","","Journal of Forensic Sciences","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PZKIZXB","journalArticle","2004","Madley, Benjamin","Patterns of frontier genocide 1803–1910: the aboriginal Tasmanians, the Yuki of California, and the Herero of Namibia","Journal of Genocide Research","","1462-3528, 1469-9494","10.1080/1462352042000225930","https://www.tandfonline.com/doi/full/10.1080/1462352042000225930","","2004-06","2025-05-04 22:25:57","2025-05-04 22:25:57","2025-05-04 22:25:57","167-192","","2","6","","Journal of Genocide Research","Patterns of frontier genocide 1803–1910","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YU7QE8Y","journalArticle","2009","Wang, Xiaokun; Kockelman, Kara M.","Application of the dynamic spatial ordered probit model: Patterns of land development change in Austin, Texas","Papers in Regional Science","","10568190","10.1111/j.1435-5957.2009.00249.x","https://linkinghub.elsevier.com/retrieve/pii/S105681902301432X","","2009-06","2025-05-04 22:25:58","2025-05-04 22:25:58","2025-05-04 22:25:58","345-366","","2","88","","Papers in Regional Science","Application of the dynamic spatial ordered probit model","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/XTZ544LT/Wang and Kockelman - 2009 - Application of the dynamic spatial ordered probit model Patterns of land development change in Aust.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42JCYCPK","journalArticle","2014","Tella, José L.; Hiraldo, Fernando","Illegal and Legal Parrot Trade Shows a Long-Term, Cross-Cultural Preference for the Most Attractive Species Increasing Their Risk of Extinction","PLoS ONE","","1932-6203","10.1371/journal.pone.0107546","https://dx.plos.org/10.1371/journal.pone.0107546","","2014-09-16","2025-05-04 22:26:00","2025-05-04 22:26:00","2025-05-04 22:26:00","e107546","","9","9","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/SHVTLRSR/Tella and Hiraldo - 2014 - Illegal and Legal Parrot Trade Shows a Long-Term, Cross-Cultural Preference for the Most Attractive.pdf","","","","Roberts, David L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUI3SALX","journalArticle","2015","Lyons, Kristina Marie","Decomposition as Life Politics: Soils, Selva, and Small Farmers under the Gun of the U.S.–Colombia War on Drugs","Cultural Anthropology","","1548-1360, 0886-7356","10.14506/ca31.1.04","https://journal.culanth.org/index.php/ca/article/view/ca31.1.04","How is life in a criminalized ecology in the Andean-Amazonian foothills of southwestern Colombia? In what way does antinarcotics policy that aims to eradicate la mata que mata  (the plant that kills) pursue peace through poison? Relatedly, how do people keep on cultivating a garden, caring for forest, or growing food when at any moment a crop-duster plane may pass overhead, indiscriminately spraying herbicides over entire landscapes? Since 2000, the U.S.–Colombian War on Drugs has relied on the militarized aerial fumigation of coca plants, coupled with alternative development interventions that aim to forcibly eradicate illicit livelihoods. Through ethnographic engagement with small farmers in the frontier department of Putumayo, the gateway to the country’s Amazon and a region that has been the focus of counternarcotic operations, this article explores the different possibilities and foreclosures for life and death that emerge in a tropical forest ecology under military duress. By following farmers, their material practices, and their life philosophies, I trace the ways in which human-soil relations come to potentiate forms of resistance to the violence and criminalization produced by militarized, growth-oriented development. Rather than productivity—one of the central elements of modern capitalist growth—the regenerative capacity of these ecologies relies on organic decay, impermanence, decomposition, and even fragility that complicates modernist bifurcations of living and dying, allowing, I argue, for ecological imaginaries and life processes that do not rely on productivity or growth to strive into existence.","2015-10-23","2025-05-04 22:26:02","2025-05-04 22:26:02","2025-05-04 22:26:02","56-81","","1","31","","Cult. Anthropol.","Decomposition as Life Politics","","","","","","","","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/E7K7B4XU/Lyons - 2015 - Decomposition as Life Politics Soils, Selva, and Small Farmers under the Gun of the U.S.–Colombia W.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FJ5I8BW","journalArticle","2019","Pettorelli, Nathalie; Barlow, Jos; Cadotte, Marc W.; Lucas, Kirsty; Newton, Erika; Nuñez, Martin A.; Stephens, Philip A.","Applied ecologists in a landscape of fear","Journal of Applied Ecology","","0021-8901, 1365-2664","10.1111/1365-2664.13382","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.13382","","2019-05","2025-05-04 22:26:09","2025-05-04 22:26:09","2025-05-04 22:26:09","1034-1039","","5","56","","Journal of Applied Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/9ZXQYJ58/Pettorelli et al. - 2019 - Applied ecologists in a landscape of fear.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3BS86SL","journalArticle","2020","Crema, Luciana Carvalho; Da Silva, Vera Maria Ferreira; Piedade, Maria Teresa Fernandez","Riverine people's knowledge of the Vulnerable Amazonian manatee <i>Trichechus inunguis</i> in contrasting protected areas","Oryx","","0030-6053, 1365-3008","10.1017/S0030605318000686","https://www.cambridge.org/core/product/identifier/S0030605318000686/type/journal_article","Abstract                            Traditional knowledge gained through daily interactions with the environment can yield insights into processes at temporal or spatial scales that may be overlooked by conventional scientific research. Ninety interviews were conducted with riverine people in the vicinity of Anavilhanas National Park, Tapajós–Arapiuns Extractive Reserve and Tapajós National Forest in the Brazilian Amazon, with the aim to increase knowledge of the feeding habits of the Amazonian manatee               Trichechus inunguis               and evaluate its conservation status in contrasting protected areas. In Anavilhanas respondents identified 31 plant species consumed by the manatee, of which vines had the highest cognitive salience index value (the summed importance of each plant species), even though they are available to manatees only during the high-water season. In the Tapajós region 37 plant species were identified, with submerged species with floating leaves being the main component of the manatee's diet. Although hunting has declined it still occurs in Anavilhanas, which is susceptible to environmental crimes because of its proximity to urban centres. Manatee hunting seems to be infrequent in the Tapajós region, having little impact on the population. Given the broad knowledge within the local community about the Amazonian manatee, involvement of riverine people in manatee conservation activities is fundamental for reducing threats and increasing conservation effectiveness.","2020-07","2025-05-04 22:26:11","2025-05-04 22:26:11","2025-05-04 22:26:11","529-538","","4","54","","Oryx","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/7EMTY7RP/Crema et al. - 2020 - Riverine people's knowledge of the Vulnerable Amazonian manatee Trichechus inunguis in contra.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PVS33TKL","journalArticle","2023","Machado Vilani, Rodrigo; Ferrante, Lucas; Fearnside, Philip M","The first acts of Brazil’s new president: Lula’s new Amazon institutionality","Environmental Conservation","","0376-8929, 1469-4387","10.1017/S0376892923000139","https://www.cambridge.org/core/product/identifier/S0376892923000139/type/journal_article","","2023-09","2025-05-04 22:26:14","2025-05-04 22:26:14","2025-05-04 22:26:14","148-151","","3","50","","Envir. Conserv.","The first acts of Brazil’s new president","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/VSMEVWGJ/Machado Vilani et al. - 2023 - The first acts of Brazil’s new president Lula’s new Amazon institutionality.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJPP9J5E","journalArticle","2021","Paredes, Maritza; Manrique, Hernán","The State's Developmentalist Illusion and the Origins of Illegal Coca Cultivation in Peru's Alto Huallaga Valley (1960–80)","Journal of Latin American Studies","","0022-216X, 1469-767X","10.1017/S0022216X21000225","https://www.cambridge.org/core/product/identifier/S0022216X21000225/type/journal_article","Abstract             The origin of illicit economies has been understood as a consequence of ‘low stateness’ (i.e. low reach of the state). Given the limited stateness in many regions, however, this article seeks to explain how only some sub-national territories have become vulnerable to illegal drug trafficking. To make this case, the representative example of the Alto Huallaga valley, in the Peruvian Amazon, is analysed. This article argues that ineffective development and settlement efforts by the Peruvian state in the Alto Huallaga, rather than the absence of the state, produced socio-ecological conditions in the region, in the late 1970s, that made it more vulnerable to the illegal economy. At the same time as international demand for illegal cocaine was expanding, two conditions resulting from frustrated state development plans came together: an enclave of poor peasants who were not self-sufficient and a natural environment impoverished by soil degradation and intensive deforestation, paradoxically not suitable for any crop except coca.           ,              Spanish abstract             El origen de las economías ilícitas ha sido entendido como una consecuencia de la baja estatalidad. Sin embargo, dada la baja estatalidad en muchos territorios, este artículo busca explicar cómo solo algunos territorios subnacionales se han vuelto vulnerables al tráfico ilícito de drogas. Para ello, se analiza la formación del emblemático caso del Alto Huallaga en la Amazonía del Perú. El artículo sostiene que los infructuosos esfuerzos desarrollistas y de colonización del Estado peruano en el Alto Huallaga, y no su ausencia, produjeron condiciones socio-ecológicas en el territorio a fines de los 70 que lo hizo vulnerable a la ilegalidad. Al mismo tiempo que se expandía la demanda internacional por cocaína ilegal, se ensamblaban de forma efectiva y temporal en el territorio dos condiciones producidas por el desarrollismo estatal frustrado: un enclave de campesinos pobres sin autonomía productiva y una ecología devastada por la degradación de suelos e intensiva deforestación, paradójicamente apta para casi ningún cultivo, excepto la coca.           ,              Portuguese abstract             A origem das economias ilícitas tem sido entendida como uma consequência da fraca presença do Estado. Entretanto, dada a fraca presença de estado em muitos territórios, este artigo procura explicar como apenas alguns territórios subnacionais tornam-se vulneráveis ao tráfico ilícito de drogas. Para isso, o artigo analisa o caso emblemático do Alto Huallaga na Amazônia peruana. O artigo argumenta que foram os esforços mal sucedidos de desenvolvimento e colonização do estado peruano no território do Alto Huallaga no final dos anos 70, e não sua ausência, que produziram as condições socioecológicas que o tornaram vulnerável à ilegalidade. Ao mesmo tempo em que a demanda internacional por cocaína ilegal se expandiu, duas condições produzidas pelo desenvolvimentismo estatal frustrado foram efetiva e temporariamente reunidas neste território: um enclave de camponeses pobres sem autonomia produtiva e uma ecologia devastada pela degradação do solo e pelo desmatamento intensivo, paradoxalmente inadequado para quase toda cultura, exceto a coca.","2021-05","2025-05-04 22:26:16","2025-05-04 22:26:16","2025-05-04 22:26:16","245-267","","2","53","","J. Lat. Am. Stud.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33CAZG34","journalArticle","2022","Djannaro Eliamen Da Costa, Vitor; Maria Pinheiro Bezerra, Italla; Eduardo Siqueira, Carlos; Naildo Cardoso Leitão, Francisco; Gomes Da Silva, Leonardo; Elena Guerrero  Daboin, Blanca; Elmusharaf, Khalifa; Carlos De Abreu, Luiz","Outcome Measure Epidemiological of Female Inmates in West Amazon, Brazil","Journal of Human Growth and Development","","2175-3598, 0104-1282","10.36311/jhgd.v32.12616","https://revistas.marilia.unesp.br/index.php/jhgd/article/view/12616","Introduction: the prison system in the Brazilian state of Acre, located in the Western region of the Amazon, is a branch of the criminal justice system that has been suffering from issues such as overcrowding and growth in internal organized crime. The prevalence of these matters directly affects the resocialization of prisoners and inhibits the successful re-engineering of their social values and beliefs. Objective: to analyze the epidemiological profile of jailed women in the State of Acre, Brazil. Methods: in a cross-sectional descriptive study, 129 participants were recruited from female penitentiaries in the state of Acre. Conducted between August and December of 2017, data was collected through a validated questionnaire, divided into modules, using both open and closed-ended items. Results: we found that most women who participated in the study were single (n = 86, 66.7%), had brown skin (n = 93, 72.1%), had children (n=102, 79.1%), resided in the state of Acre (n=117, 90.5%). The mean age of the sample was 27.69 years. Among those participants who reported having partners (n = 40, 31%), we found that half had partners who were also incarcerated (n = 20, 50%). The study results also indicate that drug trafficking (n = 86, 66.7%) was the major cause for female incarceration, followed by homicide crime (n = 16, 12.4%). Over half of the participants were in prison for the first time (n = 75, 58.1%), with a high recidivism rate observed in the total sample (n = 54, 41.9%). A majority of the participants (n = 97, 75.2%) kept in touch with members of their families and a smaller portion (n = 15, 11.6%) received conjugal visits. With regard to social activities, slightly more than half (n = 75, 58.1%) worked and the majority (n = 114, 88.4%) did not study while jailed. Conclusion: the difficulties associated with accessing inmate data and the lack of peer-reviewed studies on inmate health in Brazil suggests that the public policies recommended by the PNSSP and the National Policy for Comprehensive Health Care for Women should be reevaluated.           ,              Introdução: o sistema prisional no estado brasileiro do Acre, localizado na região ocidental da Amazônia, é um ramo do sistema de justiça criminal que tem sofrido por situações como a superlotação e o crescimento do crime organizado interno. A prevalência destas questões afeta diretamente a ressocialização dos prisioneiros e inibe a preservação bem sucedida dos seus valores e crenças sociais. Objetivo: analisar o perfil epidemiológico das mulheres encarceradas no Estado do Acre, Brasil. Método: Estudo descritivo transversal, sendo que 129 participantes foram recrutadas em penitenciárias femininas no Estado do Acre. Conduzidos entre agosto e dezembro de 2017, os dados foram recolhidos através de um questionário validado, dividido em módulos, utilizando tanto artigos abertos como fechados. Resultados: verificamos que a maioria das mulheres que participaram no estudo eram solteiras (n = 86, 66,7%), tinham pele castanha (n = 93, 72,1%), tinham filhos (n = 102, 79,1%), residiam no estado do Acre (n = 117, 90,5%). A idade média da amostra foi de 27,69 anos. Entre os participantes que declararam ter parceiros (n = 40, 31%), descobrimos que metade tinha parceiros que também estavam encarcerados (n = 20, 50%). Os resultados do estudo indicam também que o tráfico de drogas (n = 86, 66,7%) foi a principal causa de encarceramento feminino, seguido do crime de homicídio (n = 16, 12,4%). Mais de metade dos participantes estiveram na prisão pela primeira vez (n = 75, 58,1%), com uma elevada taxa de reincidência observada na amostra total (n = 54, 41,9%). A maioria dos participantes (n = 97, 75,2%) manteve-se em contato com membros das suas famílias e uma parte menor (n = 15, 11,6%) recebeu visitas conjugais. No que respeita às atividades sociais, pouco mais de metade (n = 75, 58,1%) trabalhou e a maioria (n = 114, 88,4%) não estudou enquanto esteve presa. Conclusão: as dificuldades associadas ao acesso aos dados dos presos e a falta de estudos revistos por pares sobre a saúde dos presos no Brasil sugerem que as políticas públicas recomendadas pelo Plano Nacional de Saúde no Sistema Penitenciário - PNSSP e a Política Nacional de Atenção Integral à Saúde da Mulher - PNAISM devem ser reavaliadas.","2022-01-31","2025-05-04 22:26:17","2025-05-04 22:26:17","2025-05-04 22:26:17","92-100","","1","32","","jhgd","","","","","","","","","http://creativecommons.org/licenses/by/4.0","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/HHHX487T/Djannaro Eliamen Da Costa et al. - 2022 - Outcome Measure Epidemiological of Female Inmates in West Amazon, Brazil.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDQB549D","journalArticle","2023","Dally, Richard; Lamphere, Jenna A.; Nyman, Elizabeth","Crime, conflict, and commodities: Peruvian piracy and the natural resource curse","Conflict, Security & Development","","1467-8802, 1478-1174","10.1080/14678802.2023.2281333","https://www.tandfonline.com/doi/full/10.1080/14678802.2023.2281333","","2023-11-02","2025-05-04 22:26:21","2025-05-04 22:26:21","2025-05-04 22:26:21","563-586","","6","23","","Conflict, Security & Development","Crime, conflict, and commodities","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBZB7SPA","journalArticle","2019","Ofrias, Lindsay; Roecker, Gordon","Organized criminals, human rights defenders, and oil companies","Focaal","","0920-1297, 1558-5263","10.3167/fcl.2019.850104","http://berghahnjournals.com/view/journals/focaal/2019/85/fcl850104.xml","This article examines how the world’s arguably largest oil disaster, in the heart of Ecuador’s Amazon rainforest, has become a testing ground for new global forms of corporate power and the criminalization of dissent. Following the ongoing “trial of the century” between Chevron Corporation and plaintiffs representing tens of thousands of smallholder farmers and indigenous people affected by the disaster, we look at how the Racketeer Influenced and Corrupt Organizations Act has been applied against the affected people and their lawyers to sidestep the norm of international comity and alter the parameters for pursuing environmental justice. Specifically, we point to how the case—and a new crop of cases following suit—has threatened to criminalize the use of “lawfare” as a “weapon of the weak.”","2019-12-01","2025-05-04 22:26:22","2025-05-04 22:26:22","2025-05-04 22:26:22","37-50","","85","2019","","","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMJ4I25W","journalArticle","2024","Thomson, Frances","Escaping capitalist market imperatives: commercial coca cultivation in the Colombian Amazon","The Journal of Peasant Studies","","0306-6150, 1743-9361","10.1080/03066150.2023.2224772","https://www.tandfonline.com/doi/full/10.1080/03066150.2023.2224772","","2024-06-06","2025-05-04 22:26:32","2025-05-04 22:26:32","2025-05-04 22:26:32","826-860","","4","51","","The Journal of Peasant Studies","Escaping capitalist market imperatives","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/5FL7CMUX/Thomson - 2024 - Escaping capitalist market imperatives commercial coca cultivation in the Colombian Amazon.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMSNVI96","journalArticle","2023","Martini, Pauline; Holt, Joe; Sarliève, Maud","MASS DEFORESTATION AS A CRIME AGAINST HUMANITY?","International and Comparative Law Quarterly","","0020-5893, 1471-6895","10.1017/S0020589323000404","https://www.cambridge.org/core/product/identifier/S0020589323000404/type/journal_article","Abstract             This article examines whether mass deforestation could be prosecuted as a crime against humanity under Article 7 of the Rome Statute. It does so in respect of the situation in the Brazilian Legal Amazon in 2019–2021, where the unbridled exploitation and destruction of the rainforest had a disastrous impact at local, regional and global levels. The article covers three main aspects. First, it explores the existing limits of international criminal law for prosecuting mass deforestation as a crime against humanity, and the contours within which criminalization would be possible. Secondly, it discusses the challenges inherent in the anthropocentric nature of the chapeau requirement of Article 7 for the criminalization of mass deforestation under that provision. Thirdly, it analyses the extent to which mass deforestation could qualify as persecution and/or an ‘other inhumane act’ under Articles 7(1)(h) and (k) of the Rome Statute.","2023-10","2025-05-04 22:26:40","2025-05-04 22:26:40","2025-05-04 22:26:40","1013-1046","","4","72","","ICLQ","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVPZ8BVK","journalArticle","2023","Wilson, Japhy","Apocalypse and utopia in the salvagepunk metropolis","City","","1360-4813, 1470-3629","10.1080/13604813.2023.2169558","https://www.tandfonline.com/doi/full/10.1080/13604813.2023.2169558","","2023-03-04","2025-05-04 22:26:41","2025-05-04 22:26:41","2025-05-04 22:26:41","39-55","","1-2","27","","City","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7R973MES","journalArticle","2019","Moreira, Rodolfo Pragana; Alves, David Teixeira; Herrera, José Antônio","CIDADE COMO CAMPO DE CONFLITOS E OS ESPAÇOS DO CRIME: um olhar a partir do furto em Altamira/PA no período 2010-2015","InterEspaço: Revista de Geografia e Interdisciplinaridade","","2446-6549","10.18764/2446-6549.2019.15861","http://www.periodicoseletronicos.ufma.br/index.php/interespaco/article/view/15861","CITY AS A FIELD OF CONFLICTS AND THE SPACES OF CRIME: a look at the theft in Altamira – PA, in the period 2010-2015CIUDAD COMO CAMPO DE CONFLICTOS Y LOS ESPACIOS DE CRIMEN: un vistazo al robo en Altamira/PA en el período 2010-2015RESUMONo artigo, o mote é dissertar sobre a violência e a cidade como propostas para estudos geográficos na Amazônia. Especificamente no contexto de especulação e de construção da Usina Hidroelétrica Belo Monte, no município de Vitória do Xingu/Pará, mas que detém a cidade de Altamira como centro concentrador dos benefícios e dos malefícios materializados pela expansão capitalista, principalmente por causa do avanço nos índices de furto. O constructo metodológico quanti-qualitativo possibilitou sistematizar dados secundários oficiais e entrevistas sobre o cotidiano vivido pela população local. A ideia é tratar a variável furto como índice de criminalidade, marca da insegurança como processo na estruturação da cidade contemporânea.Palavras-chave: Violência Urbana; Amazônia; Espaço.ABSTRACTIn the article, the motto is to lecture about violence and the city as proposals for geographic studies in the Amazon. Specifically in the context of speculation and construction of the Belo Monte Hydroelectric Power Plant in the city of Vitória do Xingu/Pará, but that holds the city of Altamira as the hub of the benefits and harms materialized by capitalist expansion. The quantitative-qualitative methodological construct made it possible to systematize official secondary data and interviews about the daily life experienced by the local population. The idea is to treat the variable theft as index of crime brand of insecurity as process in the structuring of the contemporary city.Keywords: Urban Violence; Amazon; Space.RESUMENEn el artículo, el lema es discutir la violencia y la ciudad como propuestas de estudios geográficos en el Amazon. Específicamente en el contexto de la especulación y construcción de la Central Hidroeléctrica Belo Monte, en el municipio de Vitória do Xingu/Pará, pero que mantiene a la ciudad de Altamira como centro de concentración de los beneficios y perjuicios materializados por la expansión capitalista, principalmente por el avance en las tasas de robo. La construcción metodológica cuantitativa-cualitativa hizo posible sistematizar los datos secundarios oficiales y las entrevistas sobre la vida cotidiana vivida por la población local. La idea es tratar la variable de robo como un índice de criminalidad, una marca de inseguridad como un proceso en la estructuración de la ciudad contemporánea.Palabras clave: Violencia Urbana; Amazon; Espacio.","2019-12-22","2025-05-04 22:26:42","2025-05-04 22:26:42","2025-05-04 22:26:42","15861","","18","5","","Rev. InterEspaço","CIDADE COMO CAMPO DE CONFLITOS E OS ESPAÇOS DO CRIME","","","","","","","","http://creativecommons.org/licenses/by-nc-nd/4.0","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/52HLXZVC/Moreira et al. - 2019 - CIDADE COMO CAMPO DE CONFLITOS E OS ESPAÇOS DO CRIME um olhar a partir do furto em AltamiraPA no p.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GGHRK6D","journalArticle","2023","Heffron, Raphael J; De Fontenelle, Louis; Basil, Chioma; Del Guayo Castiella, Inigo; Droubi, Sufyan; Hazrati, Mohammad; Hussein, Halima I; Kraal, Diane; McCauley, Darren; Phillips, Alicia; Santoire, Emmanuelle; De Sartre, Xavier Arnauld","Pathways of scholarship for energy justice and the social contract","Journal of Energy & Natural Resources Law","","0264-6811, 2376-4538","10.1080/02646811.2023.2190689","https://www.tandfonline.com/doi/full/10.1080/02646811.2023.2190689","","2023-04-03","2025-05-04 22:26:49","2025-05-04 22:26:49","2025-05-04 22:26:49","211-232","","2","41","","Journal of Energy & Natural Resources Law","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/XT5EUHX4/Heffron et al. - 2023 - Pathways of scholarship for energy justice and the social contract.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
